country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Liechtenstein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7815880717133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6479433015227,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.72063
Luxembourg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macao, China",NA,NA,NA,NA,NA,NA,86.2158843676626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7749719571428,NA,NA,NA,NA,90.7235891329837,NA,NA,NA,NA,93.7319061702893
"Macedonia, FYR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9280239461651,NA,NA,NA,NA,NA,NA,NA,94.056067800595,NA,NA,NA,NA,NA,NA,NA,NA,96.04252
Madagascar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.2785722457385,NA,NA,NA,NA,NA,NA,NA,NA,61.6414061443533,NA,NA
Malawi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5230223051309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.997115596038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2519654609495,NA
Malaysia,NA,NA,NA,NA,NA,61.2484956656288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.2830875053545,NA,NA,NA,NA,NA,NA,NA,NA,85.3542236657321,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.7476817859747,NA
Maldives,NA,NA,82.1781629883975,NA,NA,NA,NA,NA,NA,NA,92.359012004490907,NA,NA,NA,NA,96.1460111215108,NA,NA,NA,NA,96.4429805207086,NA,NA,NA,NA,96.4429805207086,NA,NA,NA,NA,NA,98.4298471595711,NA,NA,NA,NA,NA
Mali,NA,5.73528116870122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8934284268737,NA,NA,NA,NA,15.9,NA,NA,18.1909125312057,NA,NA,NA,20.287931808874198,24.5674143344402
Malta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2927464513609,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2426444723201,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5042514210551,NA,NA,NA,NA,NA,NA
Marshall Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4173588599364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.97767
Mauritius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.6608867016178,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.5000291522961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.66407
Mexico,NA,NA,NA,NA,NA,79.8909989397727,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9559065231632,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.6820398106524,NA,88.728630232429,NA,89.631020189309,90.2104128500907,89.8345108572933,91.3555512618148,91.4536079946457,92.1162455728998,91.8534217512469,92.3382818282032
"Micronesia, Fed. Sts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4444775905685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.4922983992751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.48289
Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5287998946392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.87714
Montenegro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.58914
Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,NA,NA,NA,NA,NA,NA,NA,17.514866761904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7254187909687,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.619556487924,NA,NA,NA,42.5878481681817,43.9210802495296,NA,57.6399912929909
Mozambique,NA,NA,NA,NA,NA,12.1463152723296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9642038882807,NA,NA,NA,NA,NA,33.1939590614079,NA,NA,NA,NA,NA,36.4522823565096,NA,NA
Myanmar,NA,NA,NA,NA,NA,NA,NA,NA,71.6308744453878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.4151821605382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.37064
Namibia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9865970799779,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4900882909773,NA,NA,NA,NA,NA,78.3509784822456,NA,NA,NA,NA
Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,NA,NA,NA,NA,NA,NA,9.15311604283481,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3817931422168,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8867638756996,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7060980909679
Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands Antilles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.0109117361785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.53381
New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.601656432762,NA,NA,NA,77.9160420150301,NA,NA,NA,NA,NA,NA
Niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39872376795257,NA,NA,NA,15.0841384496017,NA,NA,NA,NA,NA,NA
Nigeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7291970741608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3220541401274,NA,NA,NA,NA,41.3867557224659,NA,NA,NA
Niue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5317142183447,NA,NA,NA,NA,80.8722581563022,NA,81.8032270126714,NA
Pakistan,NA,NA,NA,NA,NA,NA,14.7715523759109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0438391097556,NA,NA,NA,NA,NA,NA,35.3675197697038,39.613233609595,NA,40.0811794345433,40.3146191816211,NA,NA
Palau,NA,NA,NA,NA,NA,90.5032375326593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,NA,NA,NA,NA,NA,88.0465280307552,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2148461527122,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.247178801304,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4852624925167,NA
Papua New Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9177355829862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.40146
Paraguay,NA,NA,NA,NA,NA,NA,NA,75.8529822355792,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5587119918145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4532695594099,92.4944283740774,93.1440135083059,92.9257446196298,NA
Peru,NA,NA,NA,NA,NA,NA,73.8583370205668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6587530500569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.0626204412733,82.4543671454057,83.4548652895342,84.6468777849732,NA,NA,NA,NA
Philippines,NA,NA,NA,NA,NA,82.7621475490498,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.1807245517549,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.6549065059997,NA,NA,93.5645334286736,NA,NA,NA,NA,95.8256325572255,NA,NA,NA
Poland,NA,NA,NA,98.2519799532424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.11849,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.42229,NA,NA,NA,NA,NA,NA,99.58486
Portugal,NA,NA,NA,NA,NA,NA,74.6079898529726,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.6582143362115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.95712
Puerto Rico,NA,NA,NA,NA,NA,85.8503385445606,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.7309612580349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.95798,NA,NA,NA,NA,NA,NA,90.91396
Qatar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.4589473684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8886829276987,NA,NA,NA,NA,NA,NA,88.6092194073671,NA,NA,90.4361208921586,92.6638248448357,92.9101781438821,95.4018562532365,NA
Romania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9826909921119,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.2663163449829,NA,NA,NA,NA,NA,NA,NA,NA,97.14531
Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7581701725371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.228357011131,NA,NA,NA,NA,NA,NA,NA,99.6477760116381,NA
Rwanda,NA,NA,NA,26.5735766723781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.7503373819163,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5486127415659,NA
Saint Kitts and Nevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.4217391304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.24641,NA,NA,NA,NA,NA,NA,98.61721
San Marino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,NA,NA,NA,NA,NA,NA,42.3633833540186,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.9204782513933,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.949234587316,NA,NA,NA,NA,NA,NA,60.0830262127705,NA,NA,NA
Saudi Arabia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2778412818708,NA,NA,NA,NA,NA,NA,NA,69.2911927938937,NA,NA,NA,76.3351552547258,NA,NA,NA,NA,NA,NA,82.23673
Senegal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8632660373953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2473426420034,NA,NA,NA,32.9875849937776,NA,NA,38.6662490122546,NA,NA
Serbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.87049
Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.4893039940505,NA,NA,NA,NA,NA,NA,88.5865984575437,NA,NA,NA,NA,NA,NA,NA,92.2589795177941,NA,NA,NA,NA,NA,NA,NA,NA,92.25897952
Sierra Leone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1589269429493,NA,NA,NA,NA,NA,NA,32.62891
Singapore,NA,NA,NA,NA,NA,73.9685367947783,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.0268481059213,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.6451751639692,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7748139231214,NA
Slovak Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4537520703274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.61597,NA,NA,NA,NA,NA,NA,99.67143
Solomon Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,NA,NA,NA,NA,NA,74.8071886445019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.9286292432999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.0431020244616,NA,NA,NA,92.1837141560597
Spain,NA,NA,NA,NA,NA,NA,89.9369219380133,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.0509963335018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.9251548442515,NA,97.2603227322818,96.8868391471882,96.9259679115986,97.004503931397693,NA
Sri Lanka,NA,NA,NA,NA,NA,NA,82.0219742738346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.1357642652876,NA,NA,NA,NA,89.0913523171477,NA,89.0734723237341,NA,89.9586784880736,NA
Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.146396506893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.16023
Suriname,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.1974362895714,NA,NA,NA,93.765371472171,NA,94.0035411541656,NA
Swaziland,NA,53.6659591515441,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.2228821956065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.3287521504362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.32746
Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syria,NA,NA,NA,NA,NA,NA,37.0591588346079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.2404402261833,NA,73.6265610418379,NA,NA,NA,NA,NA,NA,77.74985
Tajikistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.641802622934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.2217355833226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.61533
Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.0880241442114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.172317591302,NA,NA,NA,NA,NA,NA,NA,60.7526183094001,NA
Thailand,NA,NA,NA,NA,NA,83.89335419199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5160168482374,NA,NA,NA,NA,91.5295486782417,NA,NA,NA,NA,NA,NA
Timor-Leste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,42.5,NA,NA,52.9589997188363,NA
Togo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4532924961715,NA,NA,NA,NA,NA,44.3766257885113,NA,NA,43.6068978692022,NA,47.9773866234705
Tokelau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tonga,NA,99.5255348516218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9755497882803,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.0825107567704,NA,NA,NA,NA,NA
Trinidad and Tobago,NA,NA,NA,NA,NA,93.46416529783,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.661794127383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8103,NA,NA,NA,NA,NA,NA,98.4869
Tunisia,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7675668683617,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.24096,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.3478593272171,NA,NA,68.5093785940103,70.9641765651336,NA,71.0882116494921,NA
Turkey,45.0989205984787,NA,NA,NA,NA,49.8064066458463,NA,NA,NA,NA,64.2317240884216,NA,NA,NA,NA,68.5196551900786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5816931090699,80.5489534616269,80.3851613150727,81.2638268774386,NA,85.3471567659078,88.0731707214341,90.310104699489
Turkmenistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2617654879022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.49422
Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8266922766797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.9098829787251,NA,NA,NA,62.078968678961,NA,NA,NA,64.5914507054132,NA
Ukraine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.1715723805537,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6604
United Arab Emirates,38.1248699271592,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6612829784668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.4747488889642,NA,NA,NA,NA,NA,NA
United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,94.3045220377791,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.8815375593112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2709597358028,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.084359367852,98.2419334974084,98.4636604900629,98.6060161408657,98.4909530437331,NA
Uzbekistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.1385840327093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.23196
Vanuatu,NA,NA,NA,NA,47.7825918489556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.45371,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.04636,NA,NA,NA,NA,NA,NA,81.55354
Venezuela,NA,NA,NA,NA,NA,NA,83.0046639334158,NA,NA,NA,NA,NA,NA,NA,NA,89.0048547042946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.7159786583056,NA,NA,NA,NA,NA,94.9296433948037,NA,95.3503981021325,NA,NA
West Bank and Gaza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.7266224380119,NA,NA,NA,NA,NA,NA,87.9517364186501,NA,89.756918399153,90.4651835306084,90.9028544129941,91.7045322972248,92.1727958423831,92.6161796937761
Vietnam,NA,NA,NA,NA,78.1403902217465,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.8293915301559,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.9200801933815,86.6101131071191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.38346
"Yemen, Rep.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0595646640101,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.48549,NA,NA,NA,NA,NA,NA,48.53905
Zambia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3577221193982,NA,NA,NA,NA,NA,NA,NA,NA,59.802845908864,NA,NA,61.8392780403954,NA,NA,NA,NA,51.7869665437095,NA,NA,NA,NA
Zimbabwe,NA,NA,NA,NA,NA,NA,NA,71.853928061029407,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5170178574653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.0656593368591
Abkhazia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akrotiri and Dhekelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Channel Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
